	PRJEB41560	PRJNA182108	PRJNA419791	PRJNA427493	PRJNA549834	PRJNA590281	PRJNA590595	PRJNA598295	PRJNA628529	PRJNA684430	PRJNA776107	PRJNA854329	PRJNA882367	PRJNA885747	PRJNA937025	PRJNA975299	count
504	False	False	False	True	False	True	True	False	False	False	False	False	True	False	True	False	2
505	False	False	False	True	False	True	True	False	False	False	False	False	True	True	False	False	1
506	False	False	False	True	False	True	True	False	False	False	False	True	False	False	False	False	11
507	False	False	False	True	False	True	True	False	False	False	False	True	False	False	True	False	4
508	False	False	False	True	False	True	True	False	False	False	False	True	False	True	True	False	3
509	False	False	False	True	False	True	True	False	False	False	False	True	True	False	False	False	1
510	False	False	False	True	False	True	True	False	False	False	False	True	True	False	True	False	1
511	False	False	False	True	False	True	True	False	False	False	False	True	True	True	False	False	2
512	False	False	False	True	False	True	True	False	False	False	False	True	True	True	False	True	1
513	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False	False	3
514	False	False	False	True	False	True	True	False	False	False	True	False	False	True	True	False	2
515	False	False	False	True	False	True	True	False	False	False	True	False	True	True	False	False	3
516	False	False	False	True	False	True	True	False	False	False	True	True	False	False	False	False	1
517	False	False	False	True	False	True	True	False	False	False	True	True	False	False	True	False	5
518	False	False	False	True	False	True	True	False	False	False	True	True	False	True	False	False	2
519	False	False	False	True	False	True	True	False	False	False	True	True	False	True	True	False	1
520	False	False	False	True	False	True	True	False	False	False	True	True	False	True	True	True	1
521	False	False	False	True	False	True	True	False	False	False	True	True	True	False	True	False	2
522	False	False	False	True	False	True	True	False	False	False	True	True	True	True	False	False	1
523	False	False	False	True	False	True	True	False	True	False	False	False	False	False	False	False	1
524	False	False	False	True	False	True	True	False	True	False	False	False	False	False	True	False	5
525	False	False	False	True	False	True	True	False	True	False	False	False	False	True	False	False	2
526	False	False	False	True	False	True	True	False	True	False	False	False	False	True	True	False	2
527	False	False	False	True	False	True	True	False	True	False	False	False	True	False	False	False	1
528	False	False	False	True	False	True	True	False	True	False	False	True	False	False	False	False	4
529	False	False	False	True	False	True	True	False	True	False	False	True	False	False	True	False	6
530	False	False	False	True	False	True	True	False	True	False	False	True	False	True	True	False	5
531	False	False	False	True	False	True	True	False	True	False	False	True	False	True	True	True	1
532	False	False	False	True	False	True	True	False	True	False	False	True	True	False	False	False	4
533	False	False	False	True	False	True	True	False	True	False	False	True	True	False	True	False	1
534	False	False	False	True	False	True	True	False	True	False	False	True	True	True	True	False	1
535	False	False	False	True	False	True	True	False	True	False	True	False	False	False	False	False	5
536	False	False	False	True	False	True	True	False	True	False	True	False	False	False	True	False	3
537	False	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	1
538	False	False	False	True	False	True	True	False	True	False	True	False	False	True	False	True	1
539	False	False	False	True	False	True	True	False	True	False	True	False	False	True	True	False	4
540	False	False	False	True	False	True	True	False	True	False	True	False	False	True	True	True	3
541	False	False	False	True	False	True	True	False	True	False	True	False	True	False	False	False	1
542	False	False	False	True	False	True	True	False	True	False	True	False	True	False	False	True	1
543	False	False	False	True	False	True	True	False	True	False	True	False	True	False	True	False	1
544	False	False	False	True	False	True	True	False	True	False	True	False	True	True	False	False	2
545	False	False	False	True	False	True	True	False	True	False	True	False	True	True	True	False	2
546	False	False	False	True	False	True	True	False	True	False	True	True	False	False	False	False	4
547	False	False	False	True	False	True	True	False	True	False	True	True	False	False	False	True	1
548	False	False	False	True	False	True	True	False	True	False	True	True	False	False	True	False	4
549	False	False	False	True	False	True	True	False	True	False	True	True	False	True	False	False	5
550	False	False	False	True	False	True	True	False	True	False	True	True	False	True	True	False	8
551	False	False	False	True	False	True	True	False	True	False	True	True	False	True	True	True	1
552	False	False	False	True	False	True	True	False	True	False	True	True	True	False	False	False	1
553	False	False	False	True	False	True	True	False	True	False	True	True	True	False	True	False	1
554	False	False	False	True	False	True	True	False	True	False	True	True	True	True	False	False	2
555	False	False	False	True	False	True	True	False	True	False	True	True	True	True	True	False	1
556	False	False	False	True	False	True	True	False	True	False	True	True	True	True	True	True	1
557	False	False	False	True	False	True	True	True	False	False	False	True	True	False	False	False	1
558	False	False	False	True	False	True	True	True	False	False	True	False	False	False	True	False	1
559	False	False	False	True	False	True	True	True	False	False	True	False	False	True	False	False	1
560	False	False	False	True	False	True	True	True	False	False	True	False	False	True	True	False	1
561	False	False	False	True	False	True	True	True	False	False	True	True	False	True	True	False	2
562	False	False	False	True	False	True	True	True	False	False	True	True	True	True	False	False	1
563	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	False	1
564	False	False	False	True	False	True	True	True	True	False	False	False	False	True	False	False	1
565	False	False	False	True	False	True	True	True	True	False	False	False	True	True	False	False	1
566	False	False	False	True	False	True	True	True	True	False	False	True	False	False	True	False	1
567	False	False	False	True	False	True	True	True	True	False	False	True	False	True	True	False	2
568	False	False	False	True	False	True	True	True	True	False	False	True	True	True	False	False	1
569	False	False	False	True	False	True	True	True	True	False	False	True	True	True	True	False	2
570	False	False	False	True	False	True	True	True	True	False	True	False	False	False	True	False	1
571	False	False	False	True	False	True	True	True	True	False	True	False	False	True	True	False	2
572	False	False	False	True	False	True	True	True	True	False	True	False	True	False	True	False	1
573	False	False	False	True	False	True	True	True	True	False	True	False	True	True	True	False	1
574	False	False	False	True	False	True	True	True	True	False	True	True	False	False	False	False	2
575	False	False	False	True	False	True	True	True	True	False	True	True	False	False	True	False	3
576	False	False	False	True	False	True	True	True	True	False	True	True	False	True	False	False	2
577	False	False	False	True	False	True	True	True	True	False	True	True	False	True	True	False	6
578	False	False	False	True	False	True	True	True	True	False	True	True	False	True	True	True	1
579	False	False	False	True	False	True	True	True	True	False	True	True	True	False	True	False	1
580	False	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	1
581	False	False	False	True	False	True	True	True	True	False	True	True	True	True	False	False	2
582	False	False	False	True	False	True	True	True	True	False	True	True	True	True	False	True	1
583	False	False	False	True	False	True	True	True	True	False	True	True	True	True	True	False	6
584	False	False	False	True	False	True	True	True	True	False	True	True	True	True	True	True	2
585	False	False	False	True	True	False	False	False	False	True	False	False	False	False	False	False	1
586	False	False	False	True	True	False	False	False	False	True	False	False	True	False	True	False	1
587	False	False	False	True	True	False	False	False	False	True	False	False	True	True	True	False	1
588	False	False	False	True	True	False	False	False	False	True	False	True	False	False	False	False	3
589	False	False	False	True	True	False	False	False	False	True	False	True	False	True	False	False	1
590	False	False	False	True	True	False	False	False	False	True	True	False	False	False	False	False	1
591	False	False	False	True	True	False	False	False	False	True	True	False	False	False	True	False	1
592	False	False	False	True	True	False	False	False	False	True	True	True	False	False	False	False	1
593	False	False	False	True	True	False	False	False	False	True	True	True	False	True	False	False	1
594	False	False	False	True	True	False	False	False	False	True	True	True	True	False	False	False	2
595	False	False	False	True	True	False	False	False	True	True	False	False	False	False	True	False	2
596	False	False	False	True	True	False	False	False	True	True	False	False	False	True	False	True	1
597	False	False	False	True	True	False	False	False	True	True	False	True	False	False	False	False	1
598	False	False	False	True	True	False	False	False	True	True	False	True	False	False	False	True	1
599	False	False	False	True	True	False	False	False	True	True	False	True	False	False	True	False	1
600	False	False	False	True	True	False	False	False	True	True	False	True	True	True	False	False	1
601	False	False	False	True	True	False	False	False	True	True	True	False	False	False	False	False	1
602	False	False	False	True	True	False	False	False	True	True	True	False	False	True	False	False	1
603	False	False	False	True	True	False	False	False	True	True	True	False	True	False	True	True	1
604	False	False	False	True	True	False	False	False	True	True	True	True	False	False	False	False	2
605	False	False	False	True	True	False	False	False	True	True	True	True	False	True	False	False	1
606	False	False	False	True	True	False	False	False	True	True	True	True	True	False	True	False	1
607	False	False	False	True	True	False	False	True	False	True	True	True	True	False	False	False	1
608	False	False	False	True	True	False	False	True	True	True	False	True	True	False	False	False	1
609	False	False	False	True	True	False	True	False	False	True	False	False	True	False	False	False	1
610	False	False	False	True	True	False	True	False	False	True	False	True	False	True	True	True	1
611	False	False	False	True	True	False	True	False	False	True	False	True	True	True	False	False	1
612	False	False	False	True	True	False	True	False	False	True	True	True	False	False	False	False	1
613	False	False	False	True	True	False	True	False	False	True	True	True	True	False	False	False	1
614	False	False	False	True	True	False	True	False	False	True	True	True	True	False	True	False	1
615	False	False	False	True	True	False	True	False	True	True	False	True	False	False	True	False	1
616	False	False	False	True	True	False	True	False	True	True	True	False	False	False	False	False	1
617	False	False	False	True	True	False	True	False	True	True	True	False	False	False	True	False	1
618	False	False	False	True	True	False	True	False	True	True	True	False	True	False	False	False	1
619	False	False	False	True	True	False	True	False	True	True	True	True	False	False	False	False	2
620	False	False	False	True	True	False	True	False	True	True	True	True	False	False	True	False	1
621	False	False	False	True	True	False	True	False	True	True	True	True	True	False	False	False	2
622	False	False	False	True	True	False	True	False	True	True	True	True	True	False	True	False	1
623	False	False	False	True	True	False	True	False	True	True	True	True	True	True	True	False	1
624	False	False	False	True	True	False	True	True	False	True	False	True	True	True	True	False	1
625	False	False	False	True	True	False	True	True	False	True	True	True	False	False	True	False	1
626	False	False	False	True	True	True	False	False	False	True	False	True	False	True	True	False	1
627	False	False	False	True	True	True	False	False	False	True	False	True	True	False	True	False	2
628	False	False	False	True	True	True	False	False	False	True	True	False	True	False	True	True	1
629	False	False	False	True	True	True	False	False	False	True	True	True	False	False	False	False	1
630	False	False	False	True	True	True	False	False	False	True	True	True	False	True	True	True	1
631	False	False	False	True	True	True	False	False	False	True	True	True	True	True	True	False	1
632	False	False	False	True	True	True	False	False	True	True	False	False	False	True	False	False	1
633	False	False	False	True	True	True	False	False	True	True	False	True	False	False	True	False	1
634	False	False	False	True	True	True	False	False	True	True	False	True	True	False	True	False	1
635	False	False	False	True	True	True	False	False	True	True	True	False	False	False	False	False	4
636	False	False	False	True	True	True	False	False	True	True	True	False	False	False	False	True	1
637	False	False	False	True	True	True	False	False	True	True	True	False	False	True	True	False	1
638	False	False	False	True	True	True	False	False	True	True	True	False	True	False	False	False	1
639	False	False	False	True	True	True	False	False	True	True	True	True	False	False	False	False	2
640	False	False	False	True	True	True	False	False	True	True	True	True	False	False	False	True	1
641	False	False	False	True	True	True	False	False	True	True	True	True	True	True	False	False	1
642	False	False	False	True	True	True	False	True	False	True	False	True	True	True	False	False	1
643	False	False	False	True	True	True	False	True	False	True	True	False	False	False	True	True	1
644	False	False	False	True	True	True	False	True	True	True	False	False	False	True	False	False	1
645	False	False	False	True	True	True	False	True	True	True	False	True	False	True	True	False	1
646	False	False	False	True	True	True	False	True	True	True	False	True	False	True	True	True	1
647	False	False	False	True	True	True	False	True	True	True	True	False	True	True	False	False	1
648	False	False	False	True	True	True	False	True	True	True	True	True	False	True	False	False	1
649	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	1
650	False	False	False	True	True	True	False	True	True	True	True	True	True	True	True	False	1
651	False	False	False	True	True	True	True	False	False	True	False	False	False	True	True	False	1
652	False	False	False	True	True	True	True	False	False	True	False	False	True	False	False	False	1
653	False	False	False	True	True	True	True	False	False	True	False	False	True	True	True	True	2
654	False	False	False	True	True	True	True	False	False	True	False	True	False	True	True	False	1
655	False	False	False	True	True	True	True	False	False	True	True	False	False	False	True	False	1
656	False	False	False	True	True	True	True	False	False	True	True	False	True	False	False	False	1
657	False	False	False	True	True	True	True	False	False	True	True	False	True	False	True	False	1
658	False	False	False	True	True	True	True	False	False	True	True	False	True	True	True	False	1
659	False	False	False	True	True	True	True	False	False	True	True	True	False	False	False	False	2
660	False	False	False	True	True	True	True	False	False	True	True	True	False	True	True	True	1
661	False	False	False	True	True	True	True	False	False	True	True	True	True	False	False	False	1
662	False	False	False	True	True	True	True	False	False	True	True	True	True	True	False	False	1
663	False	False	False	True	True	True	True	False	True	True	False	False	False	False	False	False	2
664	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	False	2
665	False	False	False	True	True	True	True	False	True	True	False	False	True	True	True	False	1
666	False	False	False	True	True	True	True	False	True	True	False	True	False	False	True	False	2
667	False	False	False	True	True	True	True	False	True	True	False	True	False	True	True	False	3
668	False	False	False	True	True	True	True	False	True	True	False	True	True	False	True	False	3
669	False	False	False	True	True	True	True	False	True	True	False	True	True	True	True	False	1
670	False	False	False	True	True	True	True	False	True	True	True	False	False	False	False	False	3
671	False	False	False	True	True	True	True	False	True	True	True	False	False	False	True	False	2
672	False	False	False	True	True	True	True	False	True	True	True	False	False	True	True	False	1
673	False	False	False	True	True	True	True	False	True	True	True	False	True	False	False	False	2
674	False	False	False	True	True	True	True	False	True	True	True	False	True	True	False	False	1
675	False	False	False	True	True	True	True	False	True	True	True	False	True	True	True	True	1
676	False	False	False	True	True	True	True	False	True	True	True	True	False	False	False	False	4
677	False	False	False	True	True	True	True	False	True	True	True	True	False	False	True	False	2
678	False	False	False	True	True	True	True	False	True	True	True	True	False	True	False	True	1
679	False	False	False	True	True	True	True	False	True	True	True	True	False	True	True	False	3
680	False	False	False	True	True	True	True	False	True	True	True	True	True	False	False	False	2
681	False	False	False	True	True	True	True	False	True	True	True	True	True	False	True	False	4
682	False	False	False	True	True	True	True	False	True	True	True	True	True	False	True	True	1
683	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	True	1
684	False	False	False	True	True	True	True	False	True	True	True	True	True	True	True	False	7
685	False	False	False	True	True	True	True	False	True	True	True	True	True	True	True	True	3
686	False	False	False	True	True	True	True	True	False	True	True	True	False	False	False	False	1
687	False	False	False	True	True	True	True	True	False	True	True	True	False	False	True	False	1
688	False	False	False	True	True	True	True	True	False	True	True	True	True	True	True	False	1
689	False	False	False	True	True	True	True	True	True	True	False	True	False	False	True	False	1
690	False	False	False	True	True	True	True	True	True	True	False	True	False	True	True	True	1
691	False	False	False	True	True	True	True	True	True	True	True	False	False	False	False	False	1
692	False	False	False	True	True	True	True	True	True	True	True	False	True	True	False	False	1
693	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	False	1
694	False	False	False	True	True	True	True	True	True	True	True	True	False	False	True	False	2
695	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	1
696	False	False	False	True	True	True	True	True	True	True	True	True	False	True	True	False	5
697	False	False	False	True	True	True	True	True	True	True	True	True	False	True	True	True	3
698	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	False	1
699	False	False	False	True	True	True	True	True	True	True	True	True	True	False	True	False	2
700	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	1
701	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	False	1
702	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	2
703	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9
704	False	False	True	False	False	False	False	False	False	False	False	False	True	True	True	False	1
705	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	8
706	False	False	True	False	False	False	False	False	False	False	False	True	False	False	True	False	2
707	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	1
708	False	False	True	False	False	False	False	False	False	False	False	True	False	True	True	True	1
709	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2
710	False	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	1
711	False	False	True	False	False	False	False	False	False	False	True	True	False	True	False	True	1
712	False	False	True	False	False	False	False	False	False	False	True	True	False	True	True	False	1
713	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	6
714	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	2
715	False	False	True	False	False	False	False	False	True	False	False	False	False	True	True	False	1
716	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	4
717	False	False	True	False	False	False	False	False	True	False	False	True	False	True	True	False	1
718	False	False	True	False	False	False	False	False	True	False	False	True	True	True	True	False	1
719	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	1
720	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	1
721	False	False	True	False	False	False	False	False	True	False	True	False	False	False	True	False	1
722	False	False	True	False	False	False	False	False	True	False	True	False	False	True	False	False	1
723	False	False	True	False	False	False	False	False	True	False	True	False	True	True	False	False	2
724	False	False	True	False	False	False	False	False	True	False	True	False	True	True	True	True	1
725	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	1
726	False	False	True	False	False	False	False	False	True	False	True	True	False	False	True	False	1
727	False	False	True	False	False	False	False	False	True	False	True	True	False	True	False	False	1
728	False	False	True	False	False	False	False	False	True	False	True	True	False	True	True	False	2
729	False	False	True	False	False	False	False	True	False	False	False	False	True	True	True	True	1
730	False	False	True	False	False	False	False	True	False	False	False	True	False	False	True	False	1
731	False	False	True	False	False	False	False	True	False	False	True	True	False	False	False	False	1
732	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	1
733	False	False	True	False	False	False	False	True	True	False	True	True	False	True	False	False	1
734	False	False	True	False	False	False	False	True	True	False	True	True	True	False	True	True	1
735	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	5
736	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	2
737	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	2
738	False	False	True	False	False	False	True	False	False	False	False	True	False	False	True	False	4
739	False	False	True	False	False	False	True	False	False	False	False	True	False	True	False	False	1
740	False	False	True	False	False	False	True	False	False	False	True	False	True	False	False	False	1
741	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	False	1
742	False	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	1
743	False	False	True	False	False	False	True	False	False	False	True	True	False	True	False	False	2
744	False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	2
745	False	False	True	False	False	False	True	False	True	False	False	False	False	False	True	False	2
746	False	False	True	False	False	False	True	False	True	False	False	False	False	True	True	False	1
747	False	False	True	False	False	False	True	False	True	False	False	True	False	False	False	False	3
748	False	False	True	False	False	False	True	False	True	False	False	True	False	False	False	True	1
749	False	False	True	False	False	False	True	False	True	False	False	True	False	False	True	False	1
750	False	False	True	False	False	False	True	False	True	False	False	True	False	True	False	True	1
751	False	False	True	False	False	False	True	False	True	False	True	False	False	False	False	False	3
752	False	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	1
753	False	False	True	False	False	False	True	False	True	False	True	False	False	True	False	True	1
754	False	False	True	False	False	False	True	False	True	False	True	False	True	False	False	False	1
755	False	False	True	False	False	False	True	False	True	False	True	True	False	False	False	False	1
756	False	False	True	False	False	False	True	False	True	False	True	True	False	True	False	False	2
757	False	False	True	False	False	False	True	False	True	False	True	True	False	True	True	False	1
758	False	False	True	False	False	False	True	False	True	False	True	True	True	True	False	False	1
759	False	False	True	False	False	False	True	True	False	False	False	False	True	True	False	False	1
760	False	False	True	False	False	False	True	True	False	False	False	True	False	True	False	False	1
761	False	False	True	False	False	False	True	True	False	False	True	True	False	True	False	False	2
762	False	False	True	False	False	False	True	True	True	False	False	False	False	False	True	False	1
763	False	False	True	False	False	False	True	True	True	False	False	False	True	True	False	False	1
764	False	False	True	False	False	False	True	True	True	False	False	True	False	True	False	False	1
765	False	False	True	False	False	False	True	True	True	False	True	False	False	True	False	False	1
766	False	False	True	False	False	False	True	True	True	False	True	False	False	True	True	False	1
767	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	5
768	False	False	True	False	False	True	False	False	False	False	False	True	False	True	True	True	1
769	False	False	True	False	False	True	False	False	False	False	False	True	True	False	False	False	2
770	False	False	True	False	False	True	False	False	False	False	True	False	False	False	True	True	1
771	False	False	True	False	False	True	False	False	False	False	True	True	False	False	False	False	4
772	False	False	True	False	False	True	False	False	False	False	True	True	False	False	True	False	1
773	False	False	True	False	False	True	False	False	False	False	True	True	False	True	True	False	1
774	False	False	True	False	False	True	False	False	False	False	True	True	True	False	True	False	1
775	False	False	True	False	False	True	False	False	False	False	True	True	True	True	False	False	2
776	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	3
777	False	False	True	False	False	True	False	False	True	False	False	False	False	False	True	False	2
778	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	False	1
779	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	True	1
780	False	False	True	False	False	True	False	False	True	False	False	False	False	True	True	False	1
781	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	1
782	False	False	True	False	False	True	False	False	True	False	False	True	False	False	False	False	1
783	False	False	True	False	False	True	False	False	True	False	False	True	False	True	False	False	3
784	False	False	True	False	False	True	False	False	True	False	False	True	False	True	False	True	1
785	False	False	True	False	False	True	False	False	True	False	False	True	True	True	True	False	1
786	False	False	True	False	False	True	False	False	True	False	False	True	True	True	True	True	1
787	False	False	True	False	False	True	False	False	True	False	True	False	False	True	False	False	1
788	False	False	True	False	False	True	False	False	True	False	True	False	True	False	True	False	2
789	False	False	True	False	False	True	False	False	True	False	True	True	False	False	False	False	3
790	False	False	True	False	False	True	False	False	True	False	True	True	False	False	False	True	1
791	False	False	True	False	False	True	False	False	True	False	True	True	False	True	False	False	2
792	False	False	True	False	False	True	False	False	True	False	True	True	False	True	True	False	2
793	False	False	True	False	False	True	False	False	True	False	True	True	True	False	False	False	1
794	False	False	True	False	False	True	False	False	True	False	True	True	True	False	False	True	1
795	False	False	True	False	False	True	False	False	True	False	True	True	True	False	True	False	1
796	False	False	True	False	False	True	False	False	True	False	True	True	True	True	False	False	1
797	False	False	True	False	False	True	False	False	True	False	True	True	True	True	True	False	1
798	False	False	True	False	False	True	False	True	False	False	False	True	False	False	True	False	1
799	False	False	True	False	False	True	False	True	False	False	False	True	True	True	False	True	1
800	False	False	True	False	False	True	False	True	False	False	True	False	False	True	False	False	1
801	False	False	True	False	False	True	False	True	False	False	True	True	False	False	False	False	1
802	False	False	True	False	False	True	False	True	False	False	True	True	False	False	True	False	1
803	False	False	True	False	False	True	False	True	False	False	True	True	False	True	False	False	1
804	False	False	True	False	False	True	False	True	False	False	True	True	True	False	False	False	1
805	False	False	True	False	False	True	False	True	False	False	True	True	True	True	True	True	1
806	False	False	True	False	False	True	False	True	True	False	False	True	False	True	True	False	1
807	False	False	True	False	False	True	False	True	True	False	False	True	False	True	True	True	1
808	False	False	True	False	False	True	False	True	True	False	True	True	False	True	True	True	1
809	False	False	True	False	False	True	False	True	True	False	True	True	True	True	False	False	2
810	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	4
811	False	False	True	False	False	True	True	False	False	False	False	False	False	False	True	False	2
812	False	False	True	False	False	True	True	False	False	False	False	False	False	True	True	False	1
813	False	False	True	False	False	True	True	False	False	False	False	False	True	False	True	False	1
814	False	False	True	False	False	True	True	False	False	False	False	True	False	False	False	False	3
815	False	False	True	False	False	True	True	False	False	False	False	True	False	False	True	False	1
816	False	False	True	False	False	True	True	False	False	False	False	True	False	True	False	False	2
817	False	False	True	False	False	True	True	False	False	False	False	True	False	True	False	True	1
818	False	False	True	False	False	True	True	False	False	False	False	True	True	False	False	False	1
819	False	False	True	False	False	True	True	False	False	False	False	True	True	False	True	False	1
820	False	False	True	False	False	True	True	False	False	False	False	True	True	True	True	False	1
821	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	False	3
822	False	False	True	False	False	True	True	False	False	False	True	False	False	False	False	True	1
823	False	False	True	False	False	True	True	False	False	False	True	True	False	False	False	False	1
824	False	False	True	False	False	True	True	False	False	False	True	True	False	False	True	False	1
825	False	False	True	False	False	True	True	False	False	False	True	True	False	True	False	False	2
826	False	False	True	False	False	True	True	False	False	False	True	True	False	True	True	False	1
827	False	False	True	False	False	True	True	False	False	False	True	True	True	False	False	False	2
828	False	False	True	False	False	True	True	False	False	False	True	True	True	True	False	False	2
829	False	False	True	False	False	True	True	False	False	False	True	True	True	True	False	True	1
830	False	False	True	False	False	True	True	False	True	False	False	False	False	False	False	False	4
831	False	False	True	False	False	True	True	False	True	False	False	False	False	True	True	False	1
832	False	False	True	False	False	True	True	False	True	False	False	False	True	True	False	True	1
833	False	False	True	False	False	True	True	False	True	False	False	True	False	False	False	False	1
834	False	False	True	False	False	True	True	False	True	False	False	True	False	False	True	False	5
835	False	False	True	False	False	True	True	False	True	False	False	True	False	True	False	False	2
836	False	False	True	False	False	True	True	False	True	False	False	True	False	True	True	False	4
837	False	False	True	False	False	True	True	False	True	False	False	True	True	False	False	False	2
838	False	False	True	False	False	True	True	False	True	False	False	True	True	False	True	False	1
839	False	False	True	False	False	True	True	False	True	False	False	True	True	True	True	False	2
840	False	False	True	False	False	True	True	False	True	False	True	False	False	False	False	False	2
841	False	False	True	False	False	True	True	False	True	False	True	False	False	False	True	False	3
842	False	False	True	False	False	True	True	False	True	False	True	False	False	True	False	False	1
843	False	False	True	False	False	True	True	False	True	False	True	False	False	True	False	True	1
844	False	False	True	False	False	True	True	False	True	False	True	False	True	True	True	False	1
845	False	False	True	False	False	True	True	False	True	False	True	True	False	False	False	False	4
846	False	False	True	False	False	True	True	False	True	False	True	True	False	False	False	True	1
847	False	False	True	False	False	True	True	False	True	False	True	True	False	False	True	False	1
848	False	False	True	False	False	True	True	False	True	False	True	True	False	True	False	False	3
849	False	False	True	False	False	True	True	False	True	False	True	True	False	True	True	False	7
850	False	False	True	False	False	True	True	False	True	False	True	True	False	True	True	True	1
851	False	False	True	False	False	True	True	False	True	False	True	True	True	False	True	False	2
852	False	False	True	False	False	True	True	False	True	False	True	True	True	True	False	False	2
853	False	False	True	False	False	True	True	False	True	False	True	True	True	True	False	True	1
854	False	False	True	False	False	True	True	False	True	False	True	True	True	True	True	False	1
855	False	False	True	False	False	True	True	True	False	False	False	False	False	True	False	False	1
856	False	False	True	False	False	True	True	True	False	False	False	False	True	True	True	False	1
857	False	False	True	False	False	True	True	True	False	False	True	False	False	True	False	True	1
858	False	False	True	False	False	True	True	True	False	False	True	False	True	False	True	True	1
859	False	False	True	False	False	True	True	True	False	False	True	True	False	False	False	False	1
860	False	False	True	False	False	True	True	True	False	False	True	True	False	False	True	False	2
861	False	False	True	False	False	True	True	True	False	False	True	True	False	True	False	False	1
862	False	False	True	False	False	True	True	True	True	False	False	False	False	True	True	False	1
863	False	False	True	False	False	True	True	True	True	False	False	False	True	True	True	False	1
864	False	False	True	False	False	True	True	True	True	False	False	True	False	True	False	False	1
865	False	False	True	False	False	True	True	True	True	False	True	False	False	False	True	False	1
866	False	False	True	False	False	True	True	True	True	False	True	False	False	False	True	True	1
867	False	False	True	False	False	True	True	True	True	False	True	False	False	True	True	False	2
868	False	False	True	False	False	True	True	True	True	False	True	False	True	True	True	True	1
869	False	False	True	False	False	True	True	True	True	False	True	True	False	False	True	False	1
870	False	False	True	False	False	True	True	True	True	False	True	True	False	True	True	False	4
871	False	False	True	False	False	True	True	True	True	False	True	True	False	True	True	True	1
872	False	False	True	False	False	True	True	True	True	False	True	True	True	False	False	False	1
873	False	False	True	False	False	True	True	True	True	False	True	True	True	True	True	False	1
874	False	False	True	False	True	False	False	False	False	True	False	False	False	True	True	False	1
875	False	False	True	False	True	False	False	False	True	True	False	True	False	False	False	False	1
876	False	False	True	False	True	False	False	False	True	True	True	True	True	True	False	False	2
877	False	False	True	False	True	False	False	True	False	True	False	False	True	False	False	False	1
878	False	False	True	False	True	False	False	True	False	True	True	True	False	False	False	False	1
879	False	False	True	False	True	False	False	True	True	True	True	True	False	True	False	False	1
880	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	1
881	False	False	True	False	True	False	True	False	False	True	False	True	True	False	False	False	1
882	False	False	True	False	True	False	True	False	False	True	True	True	False	False	True	False	1
883	False	False	True	False	True	False	True	False	False	True	True	True	False	True	True	False	1
884	False	False	True	False	True	False	True	False	False	True	True	True	True	False	True	False	1
885	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True	False	1
886	False	False	True	False	True	False	True	False	True	True	False	True	True	False	True	False	1
887	False	False	True	False	True	False	True	False	True	True	True	False	False	False	False	False	2
888	False	False	True	False	True	False	True	False	True	True	True	False	False	True	False	False	1
